fighter1_name,fighter2_name,fighter1_odds,fighter2_odds,fighter1_implied_prob,fighter2_implied_prob,opening_odds_f1,opening_odds_f2,line_movement_f1,line_movement_f2,odds_spread,event_name,source,f1_is_favorite,is_competitive_matchup,has_heavy_favorite,big_line_movement
Cezar Ferreira,Daniel Sarafian,-203,163,0.66996699669967,0.38022813688212925,-215,175,12,-12,0.2897388598175407,UFC Fight Night: Belfort vs Henderson 2 ,Synthetic,1,0,0,0
Rafael Cavalcante,Igor Pokrajac,186,-235,0.34965034965034963,0.7014925373134329,167,-216,19,-19,0.35184218766308323,UFC Fight Night: Belfort vs Henderson 2 ,Synthetic,0,0,1,0
Paulo Thiago,Brandon Thatch,175,-220,0.36363636363636365,0.6875,177,-222,-2,2,0.32386363636363635,UFC Fight Night: Belfort vs Henderson 2 ,Synthetic,0,0,0,0
Santiago Ponzinibbio,Ryan LaFlare,-207,166,0.6742671009771987,0.37593984962406013,-216,175,9,-9,0.29832725135313853,UFC Fight Night: Belfort vs Henderson 2 ,Synthetic,1,0,0,0
Rony Jason,Jeremy Stephens,154,-191,0.3937007874015748,0.6563573883161512,126,-163,28,-28,0.2626566009145764,UFC Fight Night: Belfort vs Henderson 2 ,Synthetic,0,0,0,0
Godofredo Pepey,Sam Sicilia,237,-306,0.29673590504451036,0.7536945812807881,233,-302,4,-4,0.4569586762362778,UFC Fight Night: Belfort vs Henderson 2 ,Synthetic,0,0,1,0
Thiago Perpetuo,Omari Akhmedov,245,-317,0.2898550724637681,0.7601918465227818,254,-326,-9,9,0.4703367740590137,UFC Fight Night: Belfort vs Henderson 2 ,Synthetic,0,0,1,0
Thiago Tavares,Justin Salas,194,-246,0.3401360544217687,0.7109826589595376,196,-248,-2,2,0.3708466045377689,UFC Fight Night: Belfort vs Henderson 2 ,Synthetic,0,0,1,0
Adriano Martins,Daron Cruickshank,-215,172,0.6825396825396826,0.36764705882352944,-206,163,-9,9,0.3148926237161531,UFC Fight Night: Belfort vs Henderson 2 ,Synthetic,1,0,0,0
Jose Maria,Dustin Ortiz,154,-191,0.3937007874015748,0.6563573883161512,175,-212,-21,21,0.2626566009145764,UFC Fight Night: Belfort vs Henderson 2 ,Synthetic,0,0,0,0
Tim Kennedy,Rafael Natal,155,-193,0.39215686274509803,0.658703071672355,141,-179,14,-14,0.26654620892725694,UFC Fight Night: Fight for the Troops 3 ,Synthetic,0,0,0,0
Liz Carmouche,Alexis Davis,242,-313,0.29239766081871343,0.7578692493946732,214,-285,28,-28,0.4654715885759597,UFC Fight Night: Fight for the Troops 3 ,Synthetic,0,0,1,0
Ronny Markes,Yoel Romero,-138,112,0.5798319327731093,0.4716981132075472,-110,84,-28,28,0.10813381956556212,UFC Fight Night: Fight for the Troops 3 ,Synthetic,1,0,0,0
Jorge Masvidal,Rustam Khabilov,-276,216,0.7340425531914894,0.31645569620253167,-254,194,-22,22,0.4175868569889577,UFC Fight Night: Fight for the Troops 3 ,Synthetic,1,0,1,0
Colton Smith,Michael Chiesa,-355,270,0.7802197802197802,0.2702702702702703,-368,283,13,-13,0.5099495099495099,UFC Fight Night: Fight for the Troops 3 ,Synthetic,1,0,1,0
King Green,James Krause,240,-310,0.29411764705882354,0.7560975609756098,257,-327,-17,17,0.4619799139167862,UFC Fight Night: Fight for the Troops 3 ,Synthetic,0,0,1,0
George Roop,Francisco Rivera,117,-144,0.4608294930875576,0.5901639344262295,106,-133,11,-11,0.1293344413386719,UFC Fight Night: Fight for the Troops 3 ,Synthetic,0,0,0,0
Dennis Bermudez,Steven Siler,279,-368,0.2638522427440633,0.7863247863247863,260,-349,19,-19,0.5224725435807229,UFC Fight Night: Fight for the Troops 3 ,Synthetic,0,0,1,0
Amanda Nunes,Germaine de Randamie,289,-383,0.2570694087403599,0.7929606625258799,317,-411,-28,28,0.53589125378552,UFC Fight Night: Fight for the Troops 3 ,Synthetic,0,0,1,0
Chris Camozzi,Lorenz Larkin,110,-135,0.47619047619047616,0.574468085106383,90,-115,20,-20,0.09827760891590687,UFC Fight Night: Fight for the Troops 3 ,Synthetic,0,1,0,0
Yves Edwards,Yancy Medeiros,-138,112,0.5798319327731093,0.4716981132075472,-134,108,-4,4,0.10813381956556212,UFC Fight Night: Fight for the Troops 3 ,Synthetic,1,0,0,0
Neil Magny,Seth Baczynski,-356,271,0.7807017543859649,0.2695417789757412,-360,275,4,-4,0.5111599754102236,UFC Fight Night: Fight for the Troops 3 ,Synthetic,1,0,1,0
Derek Brunson,Brian Houston,134,-166,0.42735042735042733,0.6240601503759399,146,-178,-12,12,0.19670972302551254,UFC Fight Night: Fight for the Troops 3 ,Synthetic,0,0,0,0
Lyoto Machida,Mark Munoz,130,-160,0.43478260869565216,0.6153846153846154,154,-184,-24,24,0.18060200668896326,UFC Fight Night: Machida vs Munoz ,Synthetic,0,0,0,0
Ross Pearson,Melvin Guillard,-347,265,0.7762863534675615,0.273972602739726,-321,239,-26,26,0.5023137507278355,UFC Fight Night: Machida vs Munoz ,Synthetic,1,0,1,0
Jimi Manuwa,Ryan Jimmo,260,-340,0.2777777777777778,0.7727272727272727,239,-319,21,-21,0.4949494949494949,UFC Fight Night: Machida vs Munoz ,Synthetic,0,0,1,0
Norman Parke,Jon Tuck,-166,134,0.6240601503759399,0.42735042735042733,-182,150,16,-16,0.19670972302551254,UFC Fight Night: Machida vs Munoz ,Synthetic,1,0,0,0
Alessio Sakara,Nicholas Musoke,233,-300,0.3003003003003003,0.75,247,-314,-14,14,0.4496996996996997,UFC Fight Night: Machida vs Munoz ,Synthetic,0,0,1,0
Phil Harris,John Lineker,298,-398,0.25125628140703515,0.7991967871485943,317,-417,-19,19,0.5479405057415592,UFC Fight Night: Machida vs Munoz ,Synthetic,0,0,1,0
Al Iaquinta,Piotr Hallmann,277,-365,0.26525198938992045,0.7849462365591398,293,-381,-16,16,0.5196942471692193,UFC Fight Night: Machida vs Munoz ,Synthetic,0,0,1,0
Luke Barnatt,Andrew Craig,-179,144,0.6415770609318996,0.4098360655737705,-201,166,22,-22,0.2317409953581291,UFC Fight Night: Machida vs Munoz ,Synthetic,1,0,0,0
Rosi Sexton,Jessica Andrade,183,-230,0.35335689045936397,0.696969696969697,186,-233,-3,3,0.34361280651033305,UFC Fight Night: Machida vs Munoz ,Synthetic,0,0,0,0
Andy Ogle,Cole Miller,297,-396,0.2518891687657431,0.7983870967741935,281,-380,16,-16,0.5464979280084504,UFC Fight Night: Machida vs Munoz ,Synthetic,0,0,1,0
Jimy Hettes,Robert Whiteford,287,-380,0.25839793281653745,0.7916666666666666,278,-371,9,-9,0.5332687338501292,UFC Fight Night: Machida vs Munoz ,Synthetic,0,0,1,0
Brad Scott,Michael Kuiper,290,-386,0.2564102564102564,0.7942386831275721,319,-415,-29,29,0.5378284267173157,UFC Fight Night: Machida vs Munoz ,Synthetic,0,0,1,0
Cain Velasquez,Junior Dos Santos,-326,251,0.7652582159624414,0.2849002849002849,-331,256,5,-5,0.48035793106215646,UFC 166: Velasquez vs Dos Santos 3 ,Synthetic,1,0,1,0
Daniel Cormier,Roy Nelson,-344,263,0.7747747747747747,0.27548209366391185,-326,245,-18,18,0.4992926811108629,UFC 166: Velasquez vs Dos Santos 3 ,Synthetic,1,0,1,0
Gilbert Melendez,Diego Sanchez,284,-376,0.2604166666666667,0.7899159663865546,300,-392,-16,16,0.529499299719888,UFC 166: Velasquez vs Dos Santos 3 ,Synthetic,0,0,1,0
Gabriel Gonzaga,Shawn Jordan,271,-356,0.2695417789757412,0.7807017543859649,253,-338,18,-18,0.5111599754102236,UFC 166: Velasquez vs Dos Santos 3 ,Synthetic,0,0,1,0
John Dodson,Darrell Montague,248,-322,0.28735632183908044,0.7630331753554502,250,-324,-2,2,0.4756768535163698,UFC 166: Velasquez vs Dos Santos 3 ,Synthetic,0,0,1,0
Tim Boetsch,CB Dollaway,-393,295,0.7971602434077079,0.25316455696202533,-382,284,-11,11,0.5439956864456825,UFC 166: Velasquez vs Dos Santos 3 ,Synthetic,1,0,1,0
Nate Marquardt,Hector Lombard,285,-378,0.2597402597402597,0.7907949790794979,266,-359,19,-19,0.5310547193392382,UFC 166: Velasquez vs Dos Santos 3 ,Synthetic,0,0,1,0
Sarah Kaufman,Jessica Eye,290,-385,0.2564102564102564,0.7938144329896907,265,-360,25,-25,0.5374041765794343,UFC 166: Velasquez vs Dos Santos 3 ,Synthetic,0,0,1,0
George Sotiropoulos,KJ Noons,-333,255,0.76905311778291,0.28169014084507044,-324,246,-9,9,0.48736297693783953,UFC 166: Velasquez vs Dos Santos 3 ,Synthetic,1,0,1,0
TJ Waldburger,Adlan Amagov,-383,289,0.7929606625258799,0.2570694087403599,-374,280,-9,9,0.53589125378552,UFC 166: Velasquez vs Dos Santos 3 ,Synthetic,1,0,1,0
Tony Ferguson,Mike Rio,-390,293,0.7959183673469388,0.2544529262086514,-373,276,-17,17,0.5414654411382873,UFC 166: Velasquez vs Dos Santos 3 ,Synthetic,1,0,1,0
Jeremy Larsen,Andre Fili,-348,266,0.7767857142857143,0.273224043715847,-339,257,-9,9,0.5035616705698673,UFC 166: Velasquez vs Dos Santos 3 ,Synthetic,1,0,1,0
Dustin Pague,Kyoji Horiguchi,284,-376,0.2604166666666667,0.7899159663865546,256,-348,28,-28,0.529499299719888,UFC 166: Velasquez vs Dos Santos 3 ,Synthetic,0,0,1,0
Demian Maia,Jake Shields,197,-250,0.3367003367003367,0.7142857142857143,175,-228,22,-22,0.3775853775853776,UFC Fight Night: Maia vs Shields ,Synthetic,0,0,1,0
Erick Silva,Dong Hyun Kim,-376,284,0.7899159663865546,0.2604166666666667,-382,290,6,-6,0.529499299719888,UFC Fight Night: Maia vs Shields ,Synthetic,1,0,1,0
Thiago Silva,Matt Hamill,221,-283,0.3115264797507788,0.7389033942558747,228,-290,-7,7,0.4273769145050959,UFC Fight Night: Maia vs Shields ,Synthetic,0,0,1,0
Fabio Maldonado,Joey Beltran,-304,236,0.7524752475247525,0.2976190476190476,-325,257,21,-21,0.45485619990570486,UFC Fight Night: Maia vs Shields ,Synthetic,1,0,1,0
Rousimar Palhares,Mike Pierce,-231,183,0.6978851963746223,0.35335689045936397,-215,167,-16,16,0.34452830591525835,UFC Fight Night: Maia vs Shields ,Synthetic,1,0,0,0
Raphael Assuncao,TJ Dillashaw,-191,154,0.6563573883161512,0.3937007874015748,-162,125,-29,29,0.2626566009145764,UFC Fight Night: Maia vs Shields ,Synthetic,1,0,0,0
Ildemar Alcantara,Igor Araujo,-154,125,0.6062992125984252,0.4444444444444444,-140,111,-14,14,0.1618547681539808,UFC Fight Night: Maia vs Shields ,Synthetic,1,0,0,0
Yan Cabral,David Mitchell,-250,197,0.7142857142857143,0.3367003367003367,-230,177,-20,20,0.3775853775853776,UFC Fight Night: Maia vs Shields ,Synthetic,1,0,1,0
Iliarde Santos,Chris Cariaso,-253,200,0.71671388101983,0.3333333333333333,-276,223,23,-23,0.3833805476864967,UFC Fight Night: Maia vs Shields ,Synthetic,1,0,1,0
Alan Patrick,Garett Whiteley,247,-320,0.2881844380403458,0.7619047619047619,220,-293,27,-27,0.47372032386441604,UFC Fight Night: Maia vs Shields ,Synthetic,0,0,1,0
Jon Jones,Alexander Gustafsson,-332,255,0.7685185185185185,0.28169014084507044,-304,227,-28,28,0.48682837767344805,UFC 165: Jones vs Gustafsson ,Synthetic,1,0,1,0
Renan Barao,Eddie Wineland,172,-216,0.36764705882352944,0.6835443037974683,174,-218,-2,2,0.3158972449739389,UFC 165: Jones vs Gustafsson ,Synthetic,0,0,0,0
Brendan Schaub,Matt Mitrione,182,-229,0.3546099290780142,0.6960486322188449,206,-253,-24,24,0.34143870314083075,UFC 165: Jones vs Gustafsson ,Synthetic,0,0,0,0
Constantinos Philippou,Francis Carmont,148,-184,0.4032258064516129,0.647887323943662,140,-176,8,-8,0.24466151749204912,UFC 165: Jones vs Gustafsson ,Synthetic,0,0,0,0
Pat Healy,Khabib Nurmagomedov,240,-310,0.29411764705882354,0.7560975609756098,257,-327,-17,17,0.4619799139167862,UFC 165: Jones vs Gustafsson ,Synthetic,0,0,1,0
Mike Ricci,Myles Jury,-327,251,0.765807962529274,0.2849002849002849,-327,251,0,0,0.48090767762898906,UFC 165: Jones vs Gustafsson ,Synthetic,1,0,1,0
Ivan Menjivar,Wilson Reis,-357,271,0.7811816192560175,0.2695417789757412,-344,258,-13,13,0.5116398402802762,UFC 165: Jones vs Gustafsson ,Synthetic,1,0,1,0
Chris Clements,Stephen Thompson,272,-358,0.26881720430107525,0.7816593886462883,265,-351,7,-7,0.512842184345213,UFC 165: Jones vs Gustafsson ,Synthetic,0,0,1,0
Mitch Gagnon,Dustin Kimura,277,-365,0.26525198938992045,0.7849462365591398,251,-339,26,-26,0.5196942471692193,UFC 165: Jones vs Gustafsson ,Synthetic,0,0,1,0
John Makdessi,Renee Forte,-214,171,0.6815286624203821,0.36900369003690037,-227,184,13,-13,0.31252497238348176,UFC 165: Jones vs Gustafsson ,Synthetic,1,0,0,0
Michel Prazeres,Jesse Ronson,-247,195,0.7118155619596542,0.3389830508474576,-271,219,24,-24,0.3728325111121966,UFC 165: Jones vs Gustafsson ,Synthetic,1,0,1,0
Roland Delorme,Alex Caceres,210,-267,0.3225806451612903,0.7275204359673024,238,-295,-28,28,0.4049397908060121,UFC 165: Jones vs Gustafsson ,Synthetic,0,0,1,0
Nandor Guelmino,Daniel Omielanczuk,130,-160,0.43478260869565216,0.6153846153846154,158,-188,-28,28,0.18060200668896326,UFC 165: Jones vs Gustafsson ,Synthetic,0,0,0,0
Glover Teixeira,Ryan Bader,258,-337,0.27932960893854747,0.7711670480549199,248,-327,10,-10,0.4918374391163724,UFC Fight Night: Teixeira vs Bader ,Synthetic,0,0,1,0
Yushin Okami,Jacare Souza,-322,248,0.7630331753554502,0.28735632183908044,-316,242,-6,6,0.4756768535163698,UFC Fight Night: Teixeira vs Bader ,Synthetic,1,0,1,0
Joseph Benavidez,Jussier Formiga,-245,194,0.7101449275362319,0.3401360544217687,-256,205,11,-11,0.37000887311446323,UFC Fight Night: Teixeira vs Bader ,Synthetic,1,0,1,0
Francisco Trinaldo,Piotr Hallmann,289,-383,0.2570694087403599,0.7929606625258799,296,-390,-7,7,0.53589125378552,UFC Fight Night: Teixeira vs Bader ,Synthetic,0,0,1,0
Rafael Natal,Tor Troeng,-194,156,0.6598639455782312,0.390625,-173,135,-21,21,0.26923894557823125,UFC Fight Night: Teixeira vs Bader ,Synthetic,1,0,0,0
Marcos Vinicius,Ali Bagautinov,-135,110,0.574468085106383,0.47619047619047616,-145,120,10,-10,0.09827760891590687,UFC Fight Night: Teixeira vs Bader ,Synthetic,1,1,0,0
Felipe Arantes,Edimilson Souza,-218,174,0.6855345911949685,0.36496350364963503,-195,151,-23,23,0.3205710875453335,UFC Fight Night: Teixeira vs Bader ,Synthetic,1,0,0,0
Lucas Martins,Ramiro Hernandez,137,-170,0.4219409282700422,0.6296296296296297,136,-169,1,-1,0.20768870135958745,UFC Fight Night: Teixeira vs Bader ,Synthetic,0,0,0,0
Joao Zeferino,Elias Silverio,147,-182,0.4048582995951417,0.6453900709219859,170,-205,-23,23,0.24053177132684417,UFC Fight Night: Teixeira vs Bader ,Synthetic,0,0,0,0
Keith Wisniewski,Ivan Jorge,170,-213,0.37037037037037035,0.6805111821086262,146,-189,24,-24,0.3101408117382558,UFC Fight Night: Teixeira vs Bader ,Synthetic,0,0,0,0
Yuri Villefort,Sean Spencer,280,-370,0.2631578947368421,0.7872340425531915,297,-387,-17,17,0.5240761478163494,UFC Fight Night: Teixeira vs Bader ,Synthetic,0,0,1,0
Benson Henderson,Anthony Pettis,136,-168,0.423728813559322,0.6268656716417911,135,-167,1,-1,0.20313685808246906,UFC 164: Henderson vs Pettis 2 ,Synthetic,0,0,0,0
Frank Mir,Josh Barnett,208,-265,0.3246753246753247,0.726027397260274,188,-245,20,-20,0.4013520725849493,UFC 164: Henderson vs Pettis 2 ,Synthetic,0,0,1,0
Chad Mendes,Clay Guida,-232,184,0.6987951807228916,0.352112676056338,-207,159,-25,25,0.3466825046665536,UFC 164: Henderson vs Pettis 2 ,Synthetic,1,0,0,0
Ben Rothwell,Brandon Vera,-399,299,0.7995991983967936,0.2506265664160401,-382,282,-17,17,0.5489726319807535,UFC 164: Henderson vs Pettis 2 ,Synthetic,1,0,1,0
Erik Koch,Dustin Poirier,150,-186,0.4,0.6503496503496503,125,-161,25,-25,0.2503496503496503,UFC 164: Henderson vs Pettis 2 ,Synthetic,0,0,0,0
Jamie Varner,Gleison Tibau,167,-209,0.37453183520599254,0.6763754045307443,174,-216,-7,7,0.30184356932475176,UFC 164: Henderson vs Pettis 2 ,Synthetic,0,0,0,0
Louis Gaudinot,Tim Elliott,120,-148,0.45454545454545453,0.5967741935483871,90,-118,30,-30,0.1422287390029326,UFC 164: Henderson vs Pettis 2 ,Synthetic,0,0,0,0
Pascal Krauss,Hyun Gyu Lim,-281,220,0.7375328083989501,0.3125,-295,234,14,-14,0.4250328083989501,UFC 164: Henderson vs Pettis 2 ,Synthetic,1,0,1,0
Chico Camus,Kyung Ho Kang,283,-375,0.26109660574412535,0.7894736842105263,270,-362,13,-13,0.528377078466401,UFC 164: Henderson vs Pettis 2 ,Synthetic,0,0,1,0
Soa Palelei,Nikita Krylov,-315,243,0.7590361445783133,0.2915451895043732,-330,258,15,-15,0.46749095507394006,UFC 164: Henderson vs Pettis 2 ,Synthetic,1,0,1,0
Ryan Couture,Al Iaquinta,-212,169,0.6794871794871795,0.37174721189591076,-224,181,12,-12,0.30773996759126876,UFC 164: Henderson vs Pettis 2 ,Synthetic,1,0,0,0
Jared Hamman,Magnus Cedenblad,157,-196,0.38910505836575876,0.6621621621621622,161,-200,-4,4,0.2730571037964034,UFC 164: Henderson vs Pettis 2 ,Synthetic,0,0,0,0
Carlos Condit,Martin Kampmann,-304,236,0.7524752475247525,0.2976190476190476,-333,265,29,-29,0.45485619990570486,UFC Fight Night: Condit vs Kampmann 2 ,Synthetic,1,0,1,0
Donald Cerrone,Rafael Dos Anjos,276,-364,0.26595744680851063,0.7844827586206896,271,-359,5,-5,0.518525311812179,UFC Fight Night: Condit vs Kampmann 2 ,Synthetic,0,0,1,0
Kelvin Gastelum,Brian Melancon,-397,298,0.7987927565392354,0.25125628140703515,-423,324,26,-26,0.5475364751322003,UFC Fight Night: Condit vs Kampmann 2 ,Synthetic,1,0,1,0
Court McGee,Robert Whittaker,277,-365,0.26525198938992045,0.7849462365591398,302,-390,-25,25,0.5196942471692193,UFC Fight Night: Condit vs Kampmann 2 ,Synthetic,0,0,1,0
Takeya Mizugaki,Erik Perez,134,-166,0.42735042735042733,0.6240601503759399,129,-161,5,-5,0.19670972302551254,UFC Fight Night: Condit vs Kampmann 2 ,Synthetic,0,0,0,0
Brad Tavares,Robert McDaniel,166,-208,0.37593984962406013,0.6753246753246753,157,-199,9,-9,0.2993848257006152,UFC Fight Night: Condit vs Kampmann 2 ,Synthetic,0,0,0,0
Dylan Andrews,Papy Abedi,165,-206,0.37735849056603776,0.673202614379085,190,-231,-25,25,0.29584412381304726,UFC Fight Night: Condit vs Kampmann 2 ,Synthetic,0,0,0,0
Justin Edwards,Brandon Thatch,278,-367,0.26455026455026454,0.7858672376873662,278,-367,0,0,0.5213169731371017,UFC Fight Night: Condit vs Kampmann 2 ,Synthetic,0,0,1,0
Darren Elkins,Hatsu Hioki,251,-327,0.2849002849002849,0.765807962529274,233,-309,18,-18,0.48090767762898906,UFC Fight Night: Condit vs Kampmann 2 ,Synthetic,0,0,1,0
James Head,Jason High,-167,135,0.6254681647940075,0.425531914893617,-186,154,19,-19,0.19993624990039044,UFC Fight Night: Condit vs Kampmann 2 ,Synthetic,1,0,0,0
Zak Cummings,Ben Alloway,292,-389,0.25510204081632654,0.7955010224948875,286,-383,6,-6,0.540398981678561,UFC Fight Night: Condit vs Kampmann 2 ,Synthetic,0,0,1,0
Roger Bowling,Abel Trujillo,115,-142,0.46511627906976744,0.5867768595041323,126,-153,-11,11,0.12166058043436484,UFC Fight Night: Condit vs Kampmann 2 ,Synthetic,0,0,0,0
Mauricio Rua,Chael Sonnen,175,-220,0.36363636363636365,0.6875,187,-232,-12,12,0.32386363636363635,UFC Fight Night: Shogun vs Sonnen ,Synthetic,0,0,0,0
Alistair Overeem,Travis Browne,182,-229,0.3546099290780142,0.6960486322188449,196,-243,-14,14,0.34143870314083075,UFC Fight Night: Shogun vs Sonnen ,Synthetic,0,0,0,0
Urijah Faber,Iuri Alcantara,-290,226,0.7435897435897436,0.3067484662576687,-280,216,-10,10,0.4368412773320749,UFC Fight Night: Shogun vs Sonnen ,Synthetic,1,0,1,0
Matt Brown,Mike Pyle,-230,183,0.696969696969697,0.35335689045936397,-202,155,-28,28,0.34361280651033305,UFC Fight Night: Shogun vs Sonnen ,Synthetic,1,0,0,0
Uriah Hall,John Howard,144,-178,0.4098360655737705,0.6402877697841727,120,-154,24,-24,0.23045170421040218,UFC Fight Night: Shogun vs Sonnen ,Synthetic,0,0,0,0
Joe Lauzon,Michael Johnson,236,-305,0.2976190476190476,0.7530864197530864,262,-331,-26,26,0.4554673721340388,UFC Fight Night: Shogun vs Sonnen ,Synthetic,0,0,1,0
Brad Pickett,Michael McDonald,-252,199,0.7159090909090909,0.33444816053511706,-262,209,10,-10,0.3814609303739739,UFC Fight Night: Shogun vs Sonnen ,Synthetic,1,0,1,0
Conor McGregor,Max Holloway,-145,118,0.5918367346938775,0.45871559633027525,-116,89,-29,29,0.1331211383636023,UFC Fight Night: Shogun vs Sonnen ,Synthetic,1,0,0,0
Mike Brown,Steven Siler,-249,197,0.7134670487106017,0.3367003367003367,-256,204,7,-7,0.376766712010265,UFC Fight Night: Shogun vs Sonnen ,Synthetic,1,0,1,0
Diego Brandao,Daniel Pineda,277,-366,0.26525198938992045,0.7854077253218884,281,-370,-4,4,0.520155735931968,UFC Fight Night: Shogun vs Sonnen ,Synthetic,0,0,1,0
Manvel Gamburyan,Cole Miller,-395,296,0.797979797979798,0.25252525252525254,-389,290,-6,6,0.5454545454545454,UFC Fight Night: Shogun vs Sonnen ,Synthetic,1,0,1,0
Cody Donovan,Ovince Saint Preux,161,-201,0.3831417624521073,0.6677740863787376,161,-201,0,0,0.2846323239266303,UFC Fight Night: Shogun vs Sonnen ,Synthetic,0,0,0,0
Ramsey Nijem,James Vick,248,-322,0.28735632183908044,0.7630331753554502,257,-331,-9,9,0.4756768535163698,UFC Fight Night: Shogun vs Sonnen ,Synthetic,0,0,1,0
Jose Aldo,Chan Sung Jung,247,-321,0.2881844380403458,0.7624703087885986,222,-296,25,-25,0.47428587074825274,UFC 163: Aldo vs Jung ,Synthetic,0,0,1,0
Lyoto Machida,Phil Davis,-212,169,0.6794871794871795,0.37174721189591076,-227,184,15,-15,0.30773996759126876,UFC 163: Aldo vs Jung ,Synthetic,1,0,0,0
Cezar Ferreira,Thiago Santos,143,-177,0.411522633744856,0.6389891696750902,164,-198,-21,21,0.22746653593023425,UFC 163: Aldo vs Jung ,Synthetic,0,0,0,0
Thales Leites,Tom Watson,280,-370,0.2631578947368421,0.7872340425531915,275,-365,5,-5,0.5240761478163494,UFC 163: Aldo vs Jung ,Synthetic,0,0,1,0
John Lineker,Jose Maria,185,-233,0.3508771929824561,0.6996996996996997,166,-214,19,-19,0.3488225067172436,UFC 163: Aldo vs Jung ,Synthetic,0,0,0,0
Vinny Magalhaes,Anthony Perosh,144,-179,0.4098360655737705,0.6415770609318996,114,-149,30,-30,0.2317409953581291,UFC 163: Aldo vs Jung ,Synthetic,0,0,0,0
Amanda Nunes,Sheila Gaff,-219,175,0.6865203761755486,0.36363636363636365,-219,175,0,0,0.322884012539185,UFC 163: Aldo vs Jung ,Synthetic,1,0,0,0
Sergio Moraes,Neil Magny,-383,289,0.7929606625258799,0.2570694087403599,-378,284,-5,5,0.53589125378552,UFC 163: Aldo vs Jung ,Synthetic,1,0,1,0
Ian McCall,Iliarde Santos,166,-208,0.37593984962406013,0.6753246753246753,143,-185,23,-23,0.2993848257006152,UFC 163: Aldo vs Jung ,Synthetic,0,0,0,0
Rani Yahya,Josh Clopton,-219,175,0.6865203761755486,0.36363636363636365,-212,168,-7,7,0.322884012539185,UFC 163: Aldo vs Jung ,Synthetic,1,0,0,0
Ednaldo Oliveira,Francimar Barroso,-395,296,0.797979797979798,0.25252525252525254,-397,298,2,-2,0.5454545454545454,UFC 163: Aldo vs Jung ,Synthetic,1,0,1,0
Viscardi Andrade,Bristol Marunde,157,-195,0.38910505836575876,0.6610169491525424,172,-210,-15,15,0.2719118907867836,UFC 163: Aldo vs Jung ,Synthetic,0,0,0,0
Demetrious Johnson,John Moraga,183,-230,0.35335689045936397,0.696969696969697,191,-238,-8,8,0.34361280651033305,UFC on FOX: Johnson vs Moraga ,Synthetic,0,0,0,0
Rory MacDonald,Jake Ellenberger,-132,107,0.5689655172413793,0.4830917874396135,-125,100,-7,7,0.08587372980176583,UFC on FOX: Johnson vs Moraga ,Synthetic,1,1,0,0
Robbie Lawler,Bobby Voelker,142,-176,0.4132231404958678,0.6376811594202898,164,-198,-22,22,0.22445801892442202,UFC on FOX: Johnson vs Moraga ,Synthetic,0,0,0,0
Liz Carmouche,Jessica Andrade,-176,142,0.6376811594202898,0.4132231404958678,-153,119,-23,23,0.22445801892442202,UFC on FOX: Johnson vs Moraga ,Synthetic,1,0,0,0
Michael Chiesa,Jorge Masvidal,138,-171,0.42016806722689076,0.6309963099630996,116,-149,22,-22,0.21082824273620887,UFC on FOX: Johnson vs Moraga ,Synthetic,0,0,0,0
Danny Castillo,Tim Means,-259,204,0.7214484679665738,0.32894736842105265,-245,190,-14,14,0.39250109954552115,UFC on FOX: Johnson vs Moraga ,Synthetic,1,0,1,0
Mac Danzig,Melvin Guillard,-218,174,0.6855345911949685,0.36496350364963503,-223,179,5,-5,0.3205710875453335,UFC on FOX: Johnson vs Moraga ,Synthetic,1,0,0,0
Yves Edwards,Daron Cruickshank,-168,136,0.6268656716417911,0.423728813559322,-171,139,3,-3,0.20313685808246906,UFC on FOX: Johnson vs Moraga ,Synthetic,1,0,0,0
Ed Herman,Trevor Smith,252,-328,0.2840909090909091,0.7663551401869159,227,-303,25,-25,0.48226423109600675,UFC on FOX: Johnson vs Moraga ,Synthetic,0,0,1,0
Julie Kedzie,Germaine de Randamie,-399,299,0.7995991983967936,0.2506265664160401,-371,271,-28,28,0.5489726319807535,UFC on FOX: Johnson vs Moraga ,Synthetic,1,0,1,0
Aaron Riley,Justin Salas,-157,127,0.6108949416342413,0.44052863436123346,-143,113,-14,14,0.17036630727300783,UFC on FOX: Johnson vs Moraga ,Synthetic,1,0,0,0
John Albert,Yaotzin Meza,-372,281,0.788135593220339,0.26246719160104987,-353,262,-19,19,0.5256684016192892,UFC on FOX: Johnson vs Moraga ,Synthetic,1,0,1,0
Anderson Silva,Chris Weidman,-371,281,0.7876857749469215,0.26246719160104987,-352,262,-19,19,0.5252185833458716,UFC 162: Silva vs Weidman ,Synthetic,1,0,1,0
Frankie Edgar,Charles Oliveira,-346,264,0.7757847533632287,0.27472527472527475,-368,286,22,-22,0.501059478637954,UFC 162: Silva vs Weidman ,Synthetic,1,0,1,0
Tim Kennedy,Roger Gracie,270,-354,0.2702702702702703,0.7797356828193832,240,-324,30,-30,0.5094654125491129,UFC 162: Silva vs Weidman ,Synthetic,0,0,1,0
Mark Munoz,Tim Boetsch,165,-206,0.37735849056603776,0.673202614379085,187,-228,-22,22,0.29584412381304726,UFC 162: Silva vs Weidman ,Synthetic,0,0,0,0
Cub Swanson,Dennis Siver,-221,176,0.6884735202492211,0.36231884057971014,-217,172,-4,4,0.326154679669511,UFC 162: Silva vs Weidman ,Synthetic,1,0,0,0
