fighter1_name,fighter2_name,event_date,f1_avg_search_7d,f1_avg_search_30d,f1_peak_search_7d,f1_trend_direction,f2_avg_search_7d,f2_avg_search_30d,f2_peak_search_7d,f2_trend_direction,combined_buzz_7d,combined_buzz_30d,max_peak_search,buzz_differential
Luke Cummo,Edilberto de Oliveira,2025-09-04 18:30:29.865468,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Cole Miller,Leonard Garcia,2025-11-02 18:30:29.886318,29.0,28.4,29,1,25.0,25.0,30,0,54.0,53.4,30,4.0
Gray Maynard,Joe Veres,2025-04-09 18:30:29.913656,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Thiago Alves,Kuniyoshi Hironaka,2025-01-05 18:30:29.935297,19.0,17.4,19,1,25.0,25.0,30,0,44.0,42.4,30,6.0
Dustin Hazelett,Jonathan Goulet,2025-03-07 18:30:29.965944,26.0,34.0,26,-1,25.0,25.0,30,0,51.0,59.0,30,1.0
Quinton Jackson,Dan Henderson,2025-03-30 18:30:29.990899,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Michael Bisping,Matt Hamill,2025-09-17 18:30:30.013881,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Cheick Kongo,Mirko Filipovic,2025-06-18 18:30:30.033699,25.0,25.0,30,0,18.0,20.5,18,-1,43.0,45.5,30,7.0
Marcus Davis,Paul Taylor,2025-03-10 18:30:30.055892,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Houston Alexander,Alessio Sakara,2025-07-13 18:30:30.080261,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Gleison Tibau,Terry Etim,2025-04-06 18:30:30.102397,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Thiago Silva,Tomasz Drwal,2025-03-19 18:30:30.125466,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Dennis Siver,Naoyuki Kotani,2025-01-30 18:30:30.147846,25.0,25.0,30,0,12.0,20.25,12,-1,37.0,45.25,30,13.0
Jess Liaudin,Anthony Torres,2025-09-21 18:30:30.171660,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Randy Couture,Gabriel Gonzaga,2025-10-14 18:30:30.192522,13.0,9.75,13,1,25.0,25.0,30,0,38.0,34.75,30,12.0
Georges St-Pierre,Josh Koscheck,2025-05-21 18:30:30.213458,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Roger Huerta,Alberto Crane,2025-02-07 18:30:30.236042,23.0,18.75,23,1,25.0,25.0,30,0,48.0,43.75,30,2.0
Joe Stevenson,Kurt Pellegrino,2025-03-17 18:30:30.255972,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Patrick Cote,Kendall Grove,2025-09-30 18:30:30.282156,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Renato Sobral,David Heath,2025-05-03 18:30:30.304411,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Frank Mir,Antoni Hardonk,2025-05-08 18:30:30.328659,5.0,23.25,5,-1,25.0,25.0,30,0,30.0,48.25,30,20.0
Thales Leites,Ryan Jensen,2025-02-08 18:30:30.352871,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Clay Guida,Marcus Aurelio,2024-12-18 18:30:30.376727,25.0,25.0,30,0,17.0,21.25,17,-1,42.0,46.25,30,8.0
Kenny Florian,Alvin Robinson,2025-06-08 18:30:30.400959,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Anderson Silva,Nate Marquardt,2025-11-20 18:30:30.425258,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Rashad Evans,Tito Ortiz,2024-12-16 18:30:30.449831,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Sean Sherk,Hermes Franca,2025-01-06 18:30:30.474078,25.0,25.0,30,0,47.0,28.4,47,1,72.0,53.4,47,22.0
Antonio Rodrigo Nogueira,Heath Herring,2025-11-12 18:30:30.499368,11.0,10.5,11,-1,25.0,25.0,30,0,36.0,35.5,30,14.0
Stephan Bonnar,Mike Nickels,2025-08-12 18:30:30.522686,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Jorge Gurgel,Diego Saraiva,2025-04-01 18:30:30.546948,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Chris Lytle,Jason Gilliam,2024-12-28 18:30:30.571067,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Frankie Edgar,Mark Bocek,2024-12-13 18:30:30.594946,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
BJ Penn,Jens Pulver,2025-02-14 18:30:30.617751,16.0,38.75,16,1,25.0,25.0,30,0,41.0,63.75,30,9.0
Nate Diaz,Manvel Gamburyan,2025-06-14 18:30:30.641322,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Thales Leites,Floyd Sword,2024-12-09 18:30:30.662019,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Roger Huerta,Doug Evans,2024-12-19 18:30:30.689525,21.0,25.5,21,-1,25.0,25.0,30,0,46.0,50.5,30,4.0
Joe Lauzon,Brandon Melendez,2025-03-05 18:30:30.710557,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Cole Miller,Andy Wang,2025-02-04 18:30:30.735322,40.0,26.25,40,1,10.0,9.0,10,1,50.0,35.25,40,30.0
Gray Maynard,Rob Emerson,2025-06-23 18:30:30.764623,25.0,25.0,30,0,38.0,30.8,38,1,63.0,55.8,38,13.0
Leonard Garcia,Allen Berube,2025-01-17 18:30:30.789452,25.0,25.0,30,0,26.0,25.5,26,1,51.0,50.5,30,1.0
Matt Wiman,Brian Geraghty,2025-09-29 18:30:30.813575,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Rich Franklin,Yushin Okami,2025-06-21 18:30:30.838387,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Forrest Griffin,Hector Ramirez,2025-02-27 18:30:30.862692,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Jason MacDonald,Rory Singer,2024-12-22 18:30:30.886847,0.0,20.2,0,-1,25.0,25.0,30,0,25.0,45.2,30,25.0
Tyson Griffin,Clay Guida,2025-07-06 18:30:30.911204,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Ed Herman,Scott Smith,2025-01-21 18:30:30.936614,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Marcus Davis,Jason Tan,2025-07-28 18:30:30.960645,25.0,25.0,30,0,18.0,19.2,18,1,43.0,44.2,30,7.0
Eddie Sanchez,Colin Robinson,2025-06-08 18:30:30.983949,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Dustin Hazelett,Stevie Lynch,2025-05-29 18:30:31.007024,29.0,36.0,29,-1,25.0,25.0,30,0,54.0,61.0,30,4.0
Spencer Fisher,Sam Stout,2025-07-18 18:30:31.031499,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Jon Fitch,Roan Carneiro,2025-11-18 18:30:31.054059,22.0,26.5,22,-1,25.0,25.0,30,0,47.0,51.5,30,3.0
Drew McFedries,Jordan Radev,2025-09-10 18:30:31.076028,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Thiago Tavares,Jason Black,2025-04-12 18:30:31.098965,36.0,26.25,36,1,25.0,25.0,30,0,61.0,51.25,36,11.0
Forrest Petz,Luigi Fioravanti,2025-02-12 18:30:31.122672,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Tamdan McCrory,Pete Spratt,2025-02-26 18:30:31.147981,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Gleison Tibau,Jeff Cox,2025-01-17 18:30:31.171106,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Anthony Johnson,Chad Reiner,2025-11-18 18:30:31.193953,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Nate Mohr,Luke Caudillo,2025-04-08 18:30:31.214225,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Quinton Jackson,Chuck Liddell,2025-06-17 18:30:31.240277,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Karo Parisyan,Joshua Burkman,2025-06-12 18:30:31.262610,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Terry Martin,Ivan Salaverry,2025-04-20 18:30:31.286207,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Houston Alexander,Keith Jardine,2025-02-24 18:30:31.305039,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Kalib Starnes,Chris Leben,2025-03-20 18:30:31.332146,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Thiago Silva,James Irvin,2025-06-22 18:30:31.354697,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Alan Belcher,Sean Salmon,2025-08-12 18:30:31.379298,25.0,25.0,30,0,26.0,17.0,26,1,51.0,42.0,30,1.0
Din Thomas,Jeremy Stephens,2025-07-09 18:30:31.403542,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Wilson Gouveia,Carmelo Marrero,2025-11-17 18:30:31.420309,7.0,18.6,7,-1,58.0,45.4,58,1,65.0,64.0,58,51.0
Gabriel Gonzaga,Mirko Filipovic,2025-01-07 18:30:31.445828,25.0,25.0,30,0,34.0,18.0,34,1,59.0,43.0,34,9.0
Andrei Arlovski,Fabricio Werdum,2025-01-06 18:30:31.468072,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Michael Bisping,Elvis Sinosic,2025-10-10 18:30:31.492018,25.0,25.0,30,0,12.0,11.5,12,-1,37.0,36.5,30,13.0
Lyoto Machida,David Heath,2025-07-21 18:30:31.516172,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Cheick Kongo,Assuerio Silva,2025-09-20 18:30:31.534725,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Terry Etim,Matt Grice,2025-05-29 18:30:31.559606,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Junior Assuncao,David Lee,2025-09-17 18:30:31.579864,25.0,25.0,30,0,11.0,13.0,11,-1,36.0,38.0,30,14.0
Alessio Sakara,Victor Valimaki,2025-09-02 18:30:31.603616,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Jess Liaudin,Dennis Siver,2025-03-12 18:30:31.626844,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Paul Taylor,Edilberto de Oliveira,2025-01-05 18:30:31.657819,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Matt Serra,Georges St-Pierre,2025-12-06 18:30:31.685665,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Josh Koscheck,Diego Sanchez,2025-02-08 18:30:31.710678,25.0,25.0,30,0,30.0,31.5,30,1,55.0,56.5,30,5.0
Roger Huerta,Leonard Garcia,2025-01-07 18:30:31.734937,31.0,19.5,31,1,25.0,25.0,30,0,56.0,44.5,31,6.0
Yushin Okami,Mike Swick,2024-12-13 18:30:31.760212,25.0,25.0,30,0,31.0,21.25,31,1,56.0,46.25,31,6.0
Kendall Grove,Alan Belcher,2025-12-04 18:30:31.783352,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Heath Herring,Brad Imes,2025-07-16 18:30:31.807099,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Thales Leites,Pete Sell,2025-05-21 18:30:31.827413,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Marcus Davis,Pete Spratt,2025-09-23 18:30:31.850620,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Luke Cummo,Josh Haynes,2025-08-06 18:30:31.873770,25.0,25.0,30,0,6.0,11.75,6,-1,31.0,36.75,30,19.0
Joe Stevenson,Melvin Guillard,2025-04-15 18:30:31.898009,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Justin McCully,Antoni Hardonk,2025-06-14 18:30:31.920871,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Kenny Florian,Dokonjonosuke Mishima,2025-02-14 18:30:31.941402,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Wilson Gouveia,Seth Petruzelli,2025-11-26 18:30:31.967384,14.0,15.0,14,-1,25.0,25.0,30,0,39.0,40.0,30,11.0
Drew Fickett,Keita Nakamura,2025-05-17 18:30:31.991124,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Kurt Pellegrino,Nate Mohr,2025-08-20 18:30:32.014094,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Kuniyoshi Hironaka,Forrest Petz,2025-02-13 18:30:32.035310,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Roan Carneiro,Rich Clementi,2025-09-27 18:30:32.056600,25.0,25.0,30,0,56.0,33.5,56,1,81.0,58.5,56,31.0
Thiago Tavares,Naoyuki Kotani,2025-06-12 18:30:32.080732,26.0,21.5,26,1,65.0,37.5,65,1,91.0,59.0,65,39.0
Randy Couture,Tim Sylvia,2025-05-28 18:30:32.106434,10.0,5.75,10,1,48.0,33.75,48,1,58.0,39.5,48,38.0
Martin Kampmann,Drew McFedries,2025-11-04 18:30:32.134378,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Rich Franklin,Jason MacDonald,2025-10-18 18:30:32.157038,25.0,25.0,30,0,8.0,16.75,8,1,33.0,41.75,30,17.0
Matt Hughes,Chris Lytle,2025-10-25 18:30:32.177753,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Jason Lambert,Renato Sobral,2024-12-25 18:30:32.202135,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Matt Hamill,Rex Holman,2025-09-17 18:30:32.220193,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Jon Fitch,Luigi Fioravanti,2025-05-13 18:30:32.245601,11.0,24.5,11,-1,25.0,25.0,30,0,36.0,49.5,30,14.0
Gleison Tibau,Jason Dent,2025-10-06 18:30:32.268085,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Jamie Varner,Jason Gilliam,2025-03-25 18:30:32.290545,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Anderson Silva,Travis Lutter,2025-02-01 18:30:32.312124,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Mirko Filipovic,Eddie Sanchez,2025-06-28 18:30:32.334790,27.0,23.25,27,-1,25.0,25.0,30,0,52.0,48.25,30,2.0
Roger Huerta,John Halverson,2025-11-17 18:30:32.354017,15.0,19.8,15,1,25.0,25.0,30,0,40.0,44.8,30,10.0
Quinton Jackson,Marvin Eastman,2025-06-29 18:30:32.380963,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Patrick Cote,Scott Smith,2024-12-13 18:30:32.401505,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Terry Martin,Jorge Rivera,2025-09-22 18:30:32.426002,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Frankie Edgar,Tyson Griffin,2025-03-28 18:30:32.448031,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Lyoto Machida,Sam Hoger,2025-11-04 18:30:32.469801,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Dustin Hazelett,Diego Saraiva,2024-12-13 18:30:32.491032,42.0,37.0,42,1,25.0,25.0,30,0,67.0,62.0,42,17.0
Rashad Evans,Sean Salmon,2025-01-07 18:30:32.515158,25.0,25.0,30,0,18.0,14.25,18,-1,43.0,39.25,30,7.0
Jake O'Brien,Heath Herring,2025-06-07 18:30:32.538298,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Hermes Franca,Spencer Fisher,2025-07-20 18:30:32.560465,30.0,25.6,30,1,25.0,25.0,30,0,55.0,50.6,30,5.0
Nate Marquardt,Dean Lister,2025-08-31 18:30:32.585104,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Joshua Burkman,Chad Reiner,2025-08-22 18:30:32.608076,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Ed Herman,Chris Price,2025-05-05 18:30:32.632229,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Din Thomas,Clay Guida,2025-02-10 18:30:32.657135,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Rich Clementi,Ross Pointon,2025-12-06 18:30:32.681885,0.0,18.75,0,-1,25.0,25.0,30,0,25.0,43.75,30,25.0
Chuck Liddell,Tito Ortiz,2025-09-22 18:30:32.705131,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Keith Jardine,Forrest Griffin,2025-10-27 18:30:32.728848,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Jason MacDonald,Chris Leben,2025-10-21 18:30:32.751201,13.0,16.5,13,-1,25.0,25.0,30,0,38.0,41.5,30,12.0
Andrei Arlovski,Marcio Cruz,2025-06-19 18:30:32.776794,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Michael Bisping,Eric Schafer,2025-03-25 18:30:32.805494,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Thiago Alves,Tony DeSouza,2025-11-24 18:30:32.828543,17.0,12.8,17,-1,25.0,25.0,30,0,42.0,37.8,30,8.0
Gabriel Gonzaga,Carmelo Marrero,2025-02-17 18:30:32.852319,25.0,25.0,30,0,25.0,31.4,25,-1,50.0,56.4,30,0.0
Yushin Okami,Rory Singer,2025-03-16 18:30:32.888362,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Christian Wellisch,Anthony Perosh,2025-04-19 18:30:32.921113,25.0,25.0,30,0,25.0,19.75,25,1,50.0,44.75,30,0.0
Diego Sanchez,Joe Riggs,2025-09-14 18:30:32.952501,20.0,26.6,20,-1,25.0,25.0,30,0,45.0,51.6,30,5.0
Josh Koscheck,Jeff Joslin,2024-12-17 18:30:32.981011,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Karo Parisyan,Drew Fickett,2025-12-03 18:30:33.009074,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Marcus Davis,Shonie Carter,2025-06-05 18:30:33.034670,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
David Heath,Victor Valimaki,2025-02-25 18:30:33.060188,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Alan Belcher,Jorge Santiago,2025-01-30 18:30:33.083888,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Luigi Fioravanti,Dave Menne,2025-08-08 18:30:33.111411,25.0,25.0,30,0,10.0,14.25,10,-1,35.0,39.25,30,15.0
Brock Larson,Keita Nakamura,2025-03-11 18:30:33.141010,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Logan Clark,Steve Byrnes,2025-05-19 18:30:33.166973,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Georges St-Pierre,Matt Hughes,2025-04-26 18:30:33.190620,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Tim Sylvia,Jeff Monson,2025-04-18 18:30:33.215655,30.0,22.25,30,-1,20.0,20.75,20,1,50.0,43.0,30,10.0
Drew McFedries,Alessio Sakara,2024-12-29 18:30:33.241780,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Brandon Vera,Frank Mir,2025-05-05 18:30:33.267786,25.0,25.0,30,0,5.0,23.0,5,1,30.0,48.0,30,20.0
Joe Stevenson,Dokonjonosuke Mishima,2025-09-06 18:30:33.293021,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Nick Diaz,Gleison Tibau,2025-07-31 18:30:33.317395,20.0,39.0,20,-1,25.0,25.0,30,0,45.0,64.0,30,5.0
Antoni Hardonk,Sherman Pendergarst,2025-04-14 18:30:33.348851,25.0,25.0,30,0,15.0,17.6,15,-1,40.0,42.6,30,10.0
James Irvin,Hector Ramirez,2025-11-08 18:30:33.390562,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Jake O'Brien,Josh Shockman,2025-11-21 18:30:33.422966,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Matt Serra,Chris Lytle,2025-05-21 18:30:33.460755,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Travis Lutter,Patrick Cote,2025-10-14 18:30:33.490548,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Din Thomas,Rich Clementi,2025-05-06 18:30:33.525871,25.0,25.0,30,0,11.0,28.75,11,-1,36.0,53.75,30,14.0
Jorge Rivera,Edwin DeWees,2025-01-04 18:30:33.553881,25.0,25.0,30,0,24.0,27.75,24,-1,49.0,52.75,30,1.0
Pete Spratt,Jeremy Jackson,2025-05-19 18:30:33.584637,25.0,25.0,30,0,13.0,23.8,13,-1,38.0,48.8,30,12.0
Scott Smith,Pete Sell,2025-03-29 18:30:33.615386,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Charles McCarthy,Gideon Ray,2025-05-02 18:30:33.637411,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Martin Kampmann,Thales Leites,2025-02-24 18:30:33.660465,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Anderson Silva,Rich Franklin,2025-04-07 18:30:33.683065,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Sean Sherk,Kenny Florian,2024-12-09 18:30:33.706310,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Jon Fitch,Kuniyoshi Hironaka,2025-02-22 18:30:33.728855,25.0,28.5,25,-1,25.0,25.0,30,0,50.0,53.5,30,0.0
Carmelo Marrero,Cheick Kongo,2025-10-21 18:30:33.753237,30.0,33.75,30,-1,25.0,25.0,30,0,55.0,58.75,30,5.0
Spencer Fisher,Dan Lauzon,2024-12-08 18:30:33.783489,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Yushin Okami,Kalib Starnes,2025-04-02 18:30:33.811429,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Clay Guida,Justin James,2025-10-08 18:30:33.838786,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Kurt Pellegrino,Junior Assuncao,2025-07-18 18:30:33.864506,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Tito Ortiz,Ken Shamrock,2025-08-02 18:30:33.889202,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Kendall Grove,Chris Price,2025-09-22 18:30:33.911833,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Jason MacDonald,Ed Herman,2025-11-06 18:30:33.935425,19.0,18.75,19,1,25.0,25.0,30,0,44.0,43.75,30,6.0
Matt Hamill,Seth Petruzelli,2025-11-30 18:30:33.955045,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Nate Marquardt,Crafton Wallace,2025-11-21 18:30:33.977988,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Tony DeSouza,Dustin Hazelett,2025-02-07 18:30:34.003171,25.0,25.0,30,0,29.0,36.5,29,1,54.0,61.5,30,4.0
Rory Singer,Josh Haynes,2025-01-07 18:30:34.025728,25.0,25.0,30,0,17.0,10.25,17,1,42.0,35.25,30,8.0
Thiago Alves,John Alessio,2025-10-26 18:30:34.050578,14.0,15.6,14,-1,25.0,25.0,30,0,39.0,40.6,30,11.0
Marcus Davis,Forrest Petz,2025-04-13 18:30:34.074867,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Matt Hughes,BJ Penn,2025-04-05 18:30:34.102476,25.0,25.0,30,0,59.0,37.0,59,1,84.0,62.0,59,34.0
Mike Swick,David Loiseau,2025-11-20 18:30:34.124278,27.0,30.75,27,-1,25.0,25.0,30,0,52.0,55.75,30,2.0
Melvin Guillard,Gabe Ruediger,2025-07-12 18:30:34.150161,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Rashad Evans,Jason Lambert,2025-05-06 18:30:34.171897,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Joe Lauzon,Jens Pulver,2025-07-29 18:30:34.194316,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Roger Huerta,Jason Dent,2025-09-20 18:30:34.214221,21.0,16.75,21,1,25.0,25.0,30,0,46.0,41.75,30,4.0
Eddie Sanchez,Mario Neto,2025-01-24 18:30:34.238560,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Jorge Gurgel,Danny Abbadi,2025-01-28 18:30:34.262161,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Tyson Griffin,David Lee,2025-06-17 18:30:34.283479,25.0,25.0,30,0,23.0,18.25,23,1,48.0,43.25,30,2.0
Chuck Liddell,Renato Sobral,2025-10-23 18:30:34.305091,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Forrest Griffin,Stephan Bonnar,2025-09-11 18:30:34.329272,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Nick Diaz,Josh Neer,2025-08-29 18:30:34.347511,25.0,32.25,25,-1,25.0,25.0,30,0,50.0,57.25,30,0.0
Cheick Kongo,Christian Wellisch,2025-09-30 18:30:34.375039,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Hermes Franca,Jamie Varner,2025-11-19 18:30:34.395567,24.0,28.75,24,-1,25.0,25.0,30,0,49.0,53.75,30,1.0
Eric Schafer,Rob MacDonald,2025-01-09 18:30:34.421324,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Wilson Gouveia,Wes Combs,2025-05-21 18:30:34.444794,18.0,19.5,18,-1,25.0,25.0,30,0,43.0,44.5,30,7.0
David Heath,Cory Walmsley,2025-03-25 18:30:34.468282,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Yushin Okami,Alan Belcher,2025-01-02 18:30:34.490879,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Diego Sanchez,Karo Parisyan,2025-11-24 18:30:34.514041,19.0,26.8,19,-1,25.0,25.0,30,0,44.0,51.8,30,6.0
Chris Leben,Jorge Santiago,2025-09-30 18:30:34.543775,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
Dean Lister,Yuki Sasaki,2025-05-18 18:30:34.565797,25.0,25.0,30,0,25.0,25.0,30,0,50.0,50.0,30,0.0
